title,year,vote_average,vote_count,popularity,overview,genres,production_countries,poster_path
Ford v Ferrari,2019,8.006,8550,10.9928,"American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.",[],[],https://image.tmdb.org/t/p/w500/dR1Ju50iudrOh3YgfwkAU1g2HZe.jpg
Rambo: Last Blood,2019,6.532,4063,12.9891,"After fighting his demons for decades, John Rambo now lives in peace on his family ranch in Arizona, but his rest is interrupted when Gabriela, the granddaughter of his housekeeper María, disappears after crossing the border into Mexico to meet her biological father. Rambo, who has become a true father figure for Gabriela over the years, undertakes a desperate and dangerous journey to find her.",[],[],https://image.tmdb.org/t/p/w500/kTQ3J8oTTKofAVLYnds2cHUz9KO.jpg
The Secret Life of Pets 2,2019,7.0,3220,10.8558,"Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.",[],[],https://image.tmdb.org/t/p/w500/s9xg4V5EDKiphgIksVJ9gewBM11.jpg
Little Women,2020,7.863,6572,9.8715,Four sisters come of age in America in the aftermath of the Civil War.,[],[],https://image.tmdb.org/t/p/w500/yn5ihODtZ7ofn8pDYfxCmxh8AXI.jpg
Zombieland: Double Tap,2019,6.911,6010,10.8622,"Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.",[],[],https://image.tmdb.org/t/p/w500/dtRbVsUb5O12WWO54SRpiMtHKC0.jpg
Maleficent: Mistress of Evil,2019,7.302,6317,10.064,"Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.",[],[],https://image.tmdb.org/t/p/w500/vloNTScJ3w7jwNwtNGoG8DbTThv.jpg
Alita: Battle Angel,2019,7.2,9644,10.8048,"When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.",[],[],https://image.tmdb.org/t/p/w500/xRWht48C2V8XNfzvPehyClOvDni.jpg
The Angry Birds Movie 2,2019,7.052,1810,9.1477,"Red, Chuck, Bomb and the rest of their feathered friends are surprised when a green pig suggests that they put aside their differences and unite to fight a common threat. Aggressive birds from an island covered in ice are planning to use an elaborate weapon to destroy the fowl and swine.",[],[],https://image.tmdb.org/t/p/w500/dz3AjGWAPV4cK8lRDY0DdaVfGUK.jpg
Angel Has Fallen,2019,6.597,3711,9.7066,"After a treacherous attack, Secret Service agent Mike Banning is charged with attempting to assassinate President Trumbull. Chased by his own colleagues and the FBI, Banning begins a race against the clock to clear his name.",[],[],https://image.tmdb.org/t/p/w500/fapXd3v9qTcNBTm39ZC4KUVQDNf.jpg
The Field Guide to Evil,2019,5.506,87,8.1037,"A feature-length anthology film. They are known as myths, lore, and folktales. Created to give logic to mankind’s darkest fears, these stories laid the foundation for what we now know as the horror genre.",[],[],https://image.tmdb.org/t/p/w500/pWAniWWeBf2qGAYuCPvnvYGs7pM.jpg
Five Feet Apart,2019,8.228,5791,9.7719,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",[],[],https://image.tmdb.org/t/p/w500/kreTuJBkUjVWePRfhHZuYfhNE1T.jpg
Polar,2019,6.334,2361,10.0004,"When a retiring assassin realizes that he is the target of a hit, he winds up back in the game going head to head with a gang of younger, ruthless killers.",[],[],https://image.tmdb.org/t/p/w500/qOBEpKVLl8Q9CZScbOcRRVISezV.jpg
The Addams Family,2019,6.6,2422,9.0847,"The Addams family's lives begin to unravel when they face-off against a treacherous, greedy crafty reality-TV host while also preparing for their extended family to arrive for a major celebration.",[],[],https://image.tmdb.org/t/p/w500/q1epO0eO8DWu8Vo8tPfvVlzW48T.jpg
Aladdin,2019,7.092,10381,9.8303,A kindhearted street urchin named Aladdin embarks on a magical adventure after finding a lamp that releases a wisecracking genie while a power-hungry Grand Vizier vies for the same lamp that has the power to make their deepest wishes come true.,[],[],https://image.tmdb.org/t/p/w500/ykUEbfpkf8d0w49pHh0AD2KrT52.jpg
Dark Phoenix,2019,5.964,6828,8.6368,"The X-Men face their most formidable and powerful foe when one of their own, Jean Grey, starts to spiral out of control. During a rescue mission in outer space, Jean is nearly killed when she's hit by a mysterious cosmic force. Once she returns home, this force not only makes her infinitely more powerful, but far more unstable. The X-Men must now band together to save her soul and battle aliens that want to use Grey's new abilities to rule the galaxy.",[],[],https://image.tmdb.org/t/p/w500/cCTJPelKGLhALq3r51A9uMonxKj.jpg
Captain Marvel,2019,6.791,16324,9.856,"The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.",[],[],https://image.tmdb.org/t/p/w500/AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg
The Irishman,2019,7.581,7203,9.2372,"Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years.",[],[],https://image.tmdb.org/t/p/w500/mbm8k3GFhXS0ROd9AD1gqYbIFbM.jpg
Concerto / Enigma Variations / Raymonda Act III (Royal Ballet),2019,0.0,0,7.8786,"From The Royal Ballet’s classical origins in the works of Petipa, to the home-grown choreographers who put British ballet on the world stage, this mixed programme highlights the versatility of the Company. Petipa’s Raymonda Act III is Russian classical ballet summarized in one act, full of sparkle and precise technique, while Ashton’s Enigma Variations is quintessentially British in every way – from its score by Elgar and period designs by Julia Trevelyan Oman, to Ashton’s signature style, the essence of British ballet. Concerto, MacMillan’s fusion of classical technique with a contemporary mind, completes a programme that shows the breadth of the Company’s heritage.",[],[],https://image.tmdb.org/t/p/w500/gD6rrLFMAKaiUSzrhEFe3fOAVjd.jpg
What Men Want,2019,6.21,1542,9.8477,"Magically able to hear what men are thinking, a sports agent uses her newfound ability to turn the tables on her overbearing male colleagues.",[],[],https://image.tmdb.org/t/p/w500/30IiwvIRqPGjUV0bxJkZfnSiCL.jpg
The Aftermath,2019,6.444,700,8.1606,"In the aftermath of World War II, a British colonel and his wife are assigned to live in Hamburg during the post-war reconstruction, but tensions arise with the German widower who lives with them.",[],[],https://image.tmdb.org/t/p/w500/ofUC6lsZ8it9yEfrJJx50ihURRu.jpg
El Camino: A Breaking Bad Movie,2019,6.965,5218,9.0216,"In the wake of his dramatic escape from captivity, Jesse Pinkman must come to terms with his past in order to forge some kind of future.",[],[],https://image.tmdb.org/t/p/w500/ePXuKdXZuJx8hHMNr2yM4jY2L7Z.jpg
Real Cases of Shadow People: The Sarah McCormick Story,2019,5.1,14,7.8376,"Three students went missing in October 2018. Sarah McCormick, Kyle Miller, Joseph Moore. Authorities have now come forward with the information that video surveillance was found inside of the abandoned Yost home that shows the crews last few moments documenting the Shadow People before their mysterious disappearance.",[],[],https://image.tmdb.org/t/p/w500/kU8ceWdaV5F3qCltSaF2rQAkSNX.jpg
Murder Mystery,2019,6.27,4625,8.4755,"On a long-awaited trip to Europe, a New York City cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht.",[],[],https://image.tmdb.org/t/p/w500/bSMSO9xupd4R4vwTPqigHn2quLN.jpg
HOMECOMING: A film by Beyoncé,2019,8.089,341,8.7301,"This intimate, in-depth look at Beyoncé's celebrated 2018 Coachella performance reveals the emotional road from creative concept to cultural movement.",[],[],https://image.tmdb.org/t/p/w500/nKdP4K3Bj3qnjtDCq9lTg7UOHVy.jpg
Terminator: Dark Fate,2019,6.416,5422,8.5762,"Decades after Sarah Connor prevented Judgment Day, a lethal new Terminator is sent to eliminate the future leader of the resistance. In a fight to save mankind, battle-hardened Sarah Connor teams up with an unexpected ally and an enhanced super soldier to stop the deadliest Terminator yet.",[],[],https://image.tmdb.org/t/p/w500/vqzNJRH4YyquRiWxCCOH0aXggHI.jpg
Escape Room,2019,6.542,4875,8.9602,"Six strangers find themselves in circumstances beyond their control, and must use their wits to survive.",[],[],https://image.tmdb.org/t/p/w500/8Ls1tZ6qjGzfGHjBB7ihOnf7f0b.jpg
Klaus,2019,8.232,4379,8.7111,"A selfish postman and a reclusive toymaker form an unlikely friendship, delivering joy to a cold, dark town that desperately needs it.",[],[],https://image.tmdb.org/t/p/w500/q125RHUDgR4gjwh1QkfYuJLYkL.jpg
Anna,2019,6.706,2847,8.4152,Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,[],[],https://image.tmdb.org/t/p/w500/2U0oAVAE0lDRhNmJPPYhDW9kQ8t.jpg
Ready or Not,2019,7.036,4935,8.3825,A young bride's wedding night turns into her worst nightmare when her ridiculously rich in-laws force her to play a gruesome game of hide-and-seek.,[],[],https://image.tmdb.org/t/p/w500/oJD9KQFoObZmxAS1je56SIFVNJt.jpg
Us,2019,6.955,7772,8.4689,"Husband and wife Gabe and Adelaide Wilson take their kids to their beach house expecting to unplug and unwind with friends. But as night descends, their serenity turns to tension and chaos when some shocking visitors arrive uninvited.",[],[],https://image.tmdb.org/t/p/w500/ux2dU1jQ2ACIMShzB3yP93Udpzc.jpg
Cherished Memories: A Gift to Remember 2,2019,5.438,24,6.7098,"As Darcy and Aiden prepare to celebrate their second Christmas together, an unexpected guest and a fight to save the beloved community center unites everyone for an unforgettable holiday.",[],[],https://image.tmdb.org/t/p/w500/6ku2gd9GcXwHSqeHHfs1ihjslIb.jpg
Countdown,2019,6.221,2218,8.3592,"A young nurse downloads an app that tells her she only has three days to live. With time ticking away and a mysterious figure haunting her, she must find a way to save her life before time runs out.",[],[],https://image.tmdb.org/t/p/w500/qCDPKUMX5xrxxQY8XhGVCKO3fks.jpg
6 Underground,2019,6.341,4977,8.5629,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator.",[],[],https://image.tmdb.org/t/p/w500/lnWkyG3LLgbbrIEeyl5mK5VRFe4.jpg
Glass,2019,6.665,8814,7.4112,"In a series of escalating encounters, former security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities. Meanwhile, the shadowy presence of Elijah Price emerges as an orchestrator who holds secrets critical to both men.",[],[],https://image.tmdb.org/t/p/w500/svIDTNUoajS8dLEo7EosxvyAsgJ.jpg
Ma,2019,5.819,2358,7.1557,"Sue Ann is a loner who keeps to herself in her quiet Ohio town. One day, she is asked by Maggie, a new teenager in town, to buy some booze for her and her friends, and Sue Ann sees the chance to make some unsuspecting, if younger, friends of her own.",[],[],https://image.tmdb.org/t/p/w500/6n7ASmQ1wY2cxTubFFGlcvPpyk7.jpg
Serenity,2019,5.441,1569,6.9976,"The quiet life of Baker Dill, a fishing boat captain who lives on the isolated Plymouth Island, where he spends his days obsessed with capturing an elusive tuna while fighting his personal demons, is interrupted when someone from his past comes to him searching for help.",[],[],https://image.tmdb.org/t/p/w500/hgWAcic93phg4DOuQ8NrsgQWiqu.jpg
Hellboy,2019,5.578,3584,7.7335,"Hellboy comes to England, where he must defeat Nimue, Merlin's consort and the Blood Queen. But their battle will bring about the end of the world, a fate he desperately tries to turn away.",[],[],https://image.tmdb.org/t/p/w500/bk8LyaMqUtaQ9hUShuvFznQYQKR.jpg
Shazam!,2019,6.986,9920,8.5715,A boy is given the ability to become an adult superhero in times of need with a single magic word.,[],[],https://image.tmdb.org/t/p/w500/xnopI5Xtky18MPhK40cZAGAOVeV.jpg
Dark Waters,2019,7.5,2367,9.2075,"A tenacious attorney uncovers a dark secret that connects a growing number of unexplained deaths to one of the world's largest corporations. In the process, he risks everything — his future, his family, and his own life — to expose the truth.",[],[],https://image.tmdb.org/t/p/w500/bzvzaHqKBSuGIIWhinTQPHvT0zf.jpg
The Lighthouse,2019,7.492,5272,8.2882,Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.,[],[],https://image.tmdb.org/t/p/w500/f1tIYarTbkBdIT1aW0gzelDwknv.jpg
Midway,2019,7.1,2594,7.788,"The story of the Battle of Midway, and the leaders and soldiers who used their instincts, fortitude and bravery to overcome massive odds.",[],[],https://image.tmdb.org/t/p/w500/hj8pyoNnynGeJTAbl7jcLZO8Uhx.jpg
How to Train Your Dragon: Homecoming,2019,8.033,1066,7.742,"It's been ten years since the dragons moved to the Hidden World, and even though Toothless doesn't live in New Berk anymore, Hiccup continues the holiday traditions he once shared with his best friend. But the Vikings of New Berk were beginning to forget about their friendship with dragons. Hiccup, Astrid, and Gobber know just what to do to keep the dragons in the villagers' hearts. And across the sea, the dragons have a plan of their own...",[],[],https://image.tmdb.org/t/p/w500/kXj2Qrfm994yLeuADqbOieU1mUH.jpg
The Body Remembers When the World Broke Open,2019,7.438,16,7.0112,"When Áila encounters a young Indigenous woman, barefoot and crying in the rain on the side of a busy street, she soon discovers that this young woman, Rosie, has just escaped a violent assault at the hands of her boyfriend. Áila decides to bring Rosie home with her and over the course of the evening, the two navigate the aftermath of this traumatic event.",[],[],https://image.tmdb.org/t/p/w500/7iSaIYfMcKseNhEwzXdn0oJ9PY7.jpg
Sunrise in Heaven,2019,6.111,27,7.0914,"A true love story that spans a lifetime but eventually results in a painful loss of love. Jan is the daughter of an overly protective militant father, but that doesn't stop her from falling love with Steve, a young GI in the Air Force.",[],[],https://image.tmdb.org/t/p/w500/a8cOgXD0v1RHP9g4ODYIHX0slOY.jpg
Crawl,2019,6.319,3257,7.2573,"When a huge hurricane hits her hometown in Florida, Haley ignores evacuation orders to look for her father. After finding him badly wounded, both are trapped by the flood. With virtually no time to escape the storm, they discover that rising water levels are the least of their problems.",[],[],https://image.tmdb.org/t/p/w500/4WH6AZd473lRZ3hUp8TYiv2LfZW.jpg
Abominable,2019,7.45,2122,6.9335,"A group of misfits encounter a young Yeti named Everest, and they set off to reunite the magical creature with his family on the mountain of his namesake.",[],[],https://image.tmdb.org/t/p/w500/llhj3xtNes2Ri4d9HqtleKo1CfL.jpg
The Dead Don't Die,2019,5.43,2736,8.0616,"In the sleepy town of Centerville, the lives of a number of interconnected characters are disrupted by the undead.",[],[],https://image.tmdb.org/t/p/w500/ndvOjo7Nfk8ULnFLMXthPzhI62L.jpg
Jojo Rabbit,2019,8.0,10020,7.8264,"Jojo, a lonely German boy during World War II has his world shaken when he learns that his single mother is hiding a Jewish girl in their home. Influenced by a buffoonish imaginary version of Adolf Hitler, he begins to question his beliefs and confront the conflict between propaganda and his own humanity.",[],[],https://image.tmdb.org/t/p/w500/1mqL7VG4Ix8wmxwypmCA1HTHBky.jpg
The Hustle,2019,6.19,2610,6.3548,"Two female scam artists, one low rent and the other high class, compete to swindle a naïve tech prodigy out of his fortune. A remake of the 1988 comedy ""Dirty Rotten Scoundrels.""",[],[],https://image.tmdb.org/t/p/w500/qZniBGQRESLIfxw6GeZLZ2G1osa.jpg
Child's Play,2019,5.961,1986,7.1834,"Karen, a single mother, gifts her son Andy a Buddi doll for his birthday, unaware of its more sinister nature. A contemporary re-imagining of the 1988 horror classic.",[],[],https://image.tmdb.org/t/p/w500/rpS7ROczWulqfaXG2klYapULXKm.jpg
Dumbo,2019,6.59,4444,7.3865,"A young elephant, whose oversized ears enable him to fly, helps save a struggling circus, but when the circus plans a new venture, Dumbo and his friends discover dark secrets beneath its shiny veneer.",[],[],https://image.tmdb.org/t/p/w500/qgibOIN9RDHiPdimw7Gc7YcY960.jpg
Circumnavigating Ring,2019,0.0,0,5.6757,A new video essay by author and critic Alexandra Heller-Nicholas on the evolution of the Ringu series.,[],[],https://image.tmdb.org/t/p/w500/cWCtIyU27SXYZOpUOH8KkZLD6E6.jpg
The Upside,2019,7.132,1342,7.531,"Phillip is a wealthy quadriplegic who needs a caretaker to help him with his day-to-day routine in his New York penthouse. He decides to hire Dell, a struggling parolee who's trying to reconnect with his ex and his young son. Despite coming from two different worlds, an unlikely friendship starts to blossom.",[],[],https://image.tmdb.org/t/p/w500/hPZ2caow1PCND6qnerfgn6RTXdm.jpg
Pet Sematary,2019,5.7,3320,7.0227,"Dr. Louis Creed and his wife, Rachel, move from Boston to Ludlow, in rural Maine, with their two young children. Hidden in the woods near the new family home, Ellie, their eldest daughter, discovers a mysterious cemetery where the pets of community members are buried.",[],[],https://image.tmdb.org/t/p/w500/7SPhr7Qj39vbnfF9O2qHRYaKHAL.jpg
Men in Black: International,2019,5.901,5155,6.8991,"The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest, most global threat to date: a mole in the Men in Black organization.",[],[],https://image.tmdb.org/t/p/w500/dPrUPFcgLfNbmDL8V69vcrTyEfb.jpg
Falling Inn Love,2019,6.537,1175,6.6136,"When a San Francisco exec wins a New Zealand inn, she ditches city life to remodel and flip the rustic property with help from a handsome contractor.",[],[],https://image.tmdb.org/t/p/w500/4bzu5k5vwLKgwap6pHXlCY8nlh3.jpg
Dream Nails,2019,0.0,0,5.24,A short magical realism dance film explores the quirky personalities and awkward encounters that one only finds in a nail salon.,[],[],https://image.tmdb.org/t/p/w500/5jUBjlmexdhbv43PTFy5liX4u8r.jpg
Nail in the Coffin: The Fall and Rise of Vampiro,2019,5.2,5,6.9152,"A rare glimpse into the legendary career of wrestling icon, Vampiro, as he grapples with his demons and life after fame. Straight from one of wrestling's most outspoken characters, this is a candid look beyond the ring.",[],[],https://image.tmdb.org/t/p/w500/92BDKf4x7VaMTrxV34ep8vohB4L.jpg
Yesterday,2019,6.687,4097,7.5433,A struggling musician realizes he's the only person on Earth who can remember The Beatles after waking up in an alternate reality where the group was forgotten.,[],[],https://image.tmdb.org/t/p/w500/9fYka5CQt9nrb6LOtKicysUf9NA.jpg
Waves,2019,7.354,769,6.9944,A controlling father’s attempts to ensure that his two children succeed in high school backfire after his son experiences a career-ending sports injury. Their familial bonds are eventually placed under severe strain by an unexpected tragedy.,[],[],https://image.tmdb.org/t/p/w500/3xbjL0z8iH8e8L3USyeKGQrBfuZ.jpg
Doctor Sleep,2019,7.143,4673,6.7088,"Still scarred by the trauma he endured as a child at the Overlook Hotel, Dan Torrance faces the ghosts of the past when he meets Abra, a courageous teen who desperately needs his help -- and who possesses a powerful extrasensory ability called the ""shine"".",[],[],https://image.tmdb.org/t/p/w500/p69QzIBbN06aTYqRRiCOY1emNBh.jpg
Doom: Annihilation,2019,4.939,448,5.8361,"A group of UAC Marines responds to a distress call from a top-secret scientific base on Phobos, a Martian moon, only to discover it's been overrun by demons.",[],[],https://image.tmdb.org/t/p/w500/b7pEmwnayMZCVlnSq33izWcOlPI.jpg
A Dog's Journey,2019,8.055,1579,6.7658,A dog finds the meaning of his own existence through the lives of the humans he meets.,[],[],https://image.tmdb.org/t/p/w500/wquJChp0NpoqthYdE3YjXNNxvVC.jpg
It's Beginning to Look a Lot Like Christmas,2019,6.2,39,6.2497,"When a New England Christmas decorating competition searches for the town with the most Christmas spirit, the Mayors of East and West Riverton go all out to get their towns to the top of the holiday heap.",[],[],https://image.tmdb.org/t/p/w500/vYEpId8nCN9wcE4cXSSqG3cw82p.jpg
The Hummingbird Project,2019,6.166,374,6.9073,A pair of high-frequency traders go up against their old boss in an effort to make millions in a fiber-optic cable deal.,[],[],https://image.tmdb.org/t/p/w500/cx7CuTtcJvjZAP6ZFWoxylCXKFP.jpg
Triple Threat,2019,6.424,616,6.7393,"A crime syndicate places a hit on a billionaire's daughter, making her the target of an elite assassin squad. A small band of down-and-out mercenaries protects her, fighting tooth and nail to stop the assassins from reaching their target.",[],[],https://image.tmdb.org/t/p/w500/cSpM3QxmoSLp4O1WAMQpUDcaB7R.jpg
Lady and the Tramp,2019,7.177,1610,6.5494,"The love story between a pampered Cocker Spaniel named Lady and a streetwise mongrel named Tramp. Lady finds herself out on the street after her owners have a baby and is saved from a pack by Tramp, who tries to show her to live her life footloose and collar-free.",[],[],https://image.tmdb.org/t/p/w500/8wBEye516IKul9sW7JKGcFXVGfV.jpg
Let the Festivities Begin: Manifesting Midsommar,2019,8.5,2,4.7154,"A featurette where Ari Aster and the cast break down the story and give us a behind the scenes look at the making of the film. It gives a fascinating look inside Ari Aster’s mind, and the detail put into production.",[],[],https://image.tmdb.org/t/p/w500/pKT8XwEWVa4j5xTJKRQu5LvOmlE.jpg
Stuber,2019,6.621,1349,6.7259,"After crashing his car, a cop who's recovering from eye surgery recruits an Uber driver to help him catch a heroin dealer. The mismatched pair soon find themselves in for a wild day of stakeouts and shootouts as they encounter the city's seedy side.",[],[],https://image.tmdb.org/t/p/w500/gqk7ndiGn9WUT5UDTm6KHwGTv3m.jpg
Flip That Romance,2019,6.3,55,6.6644,"Rival house flippers, Jules Briggs and Lance Waddell, renovate dual sides of a duplex and rekindle an old romance.",[],[],https://image.tmdb.org/t/p/w500/g82ETVLuFCE8JwitEuQmP0jrMUx.jpg
Kamasi Washington - As Told To G/D Thyself,2019,0.0,0,5.4459,"The cosmic journey of sacred youth, during which pain, pleasure, and sublimation are nonnegotiable.",[],[],https://image.tmdb.org/t/p/w500/ml1WFb7ReQXsywuFUPu643pcZKE.jpg
"Paris, Wine & Romance",2019,6.9,60,6.0323,"Isabella is the ambitious new owner of her family’s Oregon winery whose dream of becoming world-renowned takes a big step forward when she enters a prestigious wine competition in Paris. Upon arrival, Isabella meets her biggest competitor, Jacques, from one of the world’s foremost winemaking families. Impressed by Isabella and her expertise in wine, a budding romance develops between them.",[],[],https://image.tmdb.org/t/p/w500/8Zeeuo6MANQanNiiKEk91OQpuzn.jpg
The Highwaymen,2019,6.763,2142,6.7798,"In 1934, Frank Hamer and Manny Gault, two former Texas Rangers, are commissioned to put an end to the wave of vicious crimes perpetrated by Bonnie Parker and Clyde Barrow, a notorious duo of infamous robbers and cold-blooded killers who nevertheless are worshiped by the public.",[],[],https://image.tmdb.org/t/p/w500/4bRYg4l12yDuJvAfqvUOPnBrxno.jpg
Robert the Bruce,2019,5.4,123,6.4192,"In 1306, Scottish King Robert the Bruce turns a defeated outlaw when his country is invaded. But before to free his sacred land, he must manage to regain his will to fight back and survive the persecution of those who want take his head and the English gold.",[],[],https://image.tmdb.org/t/p/w500/e6eNN4EpGtbXAbsR97QgjnjHs6s.jpg
The Car: Road to Revenge,2019,6.414,110,6.0296,"In a dilapidated cyberpunk city plagued by crime and corruption, an unscrupulous District Attorney is savagely murdered and tossed out of a building onto his brand new car. Mysteriously, the District Attorney and his car come back to life as a single being with a thirst for vengeance. The eerie driverless car embarks on a vicious rampage, exacting revenge on the criminals who murdered him...",[],[],https://image.tmdb.org/t/p/w500/czynIdEiHjpGhUWMnoax7Q3lMAE.jpg
Crossword Mysteries: Proposing Murder,2019,7.542,60,6.5632,"When an old friend of New York Sentinel Crosswords editor Tess Harper is found murdered on the very day her puzzle includes his proposal of marriage, Tess unofficially teams up with Detective Logan O’Connor to find the killer.",[],[],https://image.tmdb.org/t/p/w500/7F68QPWGpQalpMeGVTGZjoWYvKi.jpg
Togo,2019,8.141,2141,6.5908,"The untold true story set in the winter of 1925 that takes you across the treacherous terrain of the Alaskan tundra for an exhilarating and uplifting adventure that will test the strength, courage and determination of one man, Leonhard Seppala, and his lead sled dog, Togo.",[],[],https://image.tmdb.org/t/p/w500/wX0QD36a80hxulcizz7tyahYOF8.jpg
Freaks,2019,6.745,1217,6.0631,"Kept locked inside the house by her father, 7-year-old Chloe lives in fear and fascination of the outside world, where Abnormals create a constant threat—or so she believes. When a mysterious stranger offers her a glimpse of what's really happening outside, Chloe soon finds that while the truth isn't so simple, the danger is very real.",[],[],https://image.tmdb.org/t/p/w500/kc2cvuqESIiRX5QoZOoMTBq18kQ.jpg
A Feeling of Home,2019,6.328,29,6.5738,"Web entrepreneur Abby hides her Texas roots to convince a backer she's from New England, a task complicated by a trip home and an unexpected reunion with Ryan, her high school sweetheart.",[],[],https://image.tmdb.org/t/p/w500/zHwhiDnxwchloC1rrWpKYGOwlB3.jpg
Uncut Gems,2019,7.15,5080,6.8222,"A charismatic New York City jeweler always on the lookout for the next big score makes a series of high-stakes bets that could lead to the windfall of a lifetime. Howard must perform a precarious high-wire act, balancing business, family, and encroaching adversaries on all sides in his relentless pursuit of the ultimate win.",[],[],https://image.tmdb.org/t/p/w500/sg0xxJeb3u1C4kAxhSuTwTNpEDt.jpg
Booksmart,2019,7.008,2740,7.0643,"Two academic teenage superstars realize, on the eve of their high school graduation, that they should have worked less and played more. Determined to never fall short of their peers, the girls set out on a mission to cram four years of fun into one night.",[],[],https://image.tmdb.org/t/p/w500/2aSxRDmisJP90H3S0aocyuQIe4z.jpg
Shaft,2019,6.534,1791,6.7819,"JJ, aka John Shaft Jr., may be a cyber security expert with a degree from MIT, but to uncover the truth behind his best friend’s untimely death, he needs an education only his dad can provide. Absent throughout JJ’s youth, the legendary locked-and-loaded John Shaft agrees to help his progeny navigate Harlem’s heroin-infested underbelly.",[],[],https://image.tmdb.org/t/p/w500/joNpwk3wQXpiv6d2bPemjWj3CBd.jpg
Dora and the Lost City of Gold,2019,6.634,1778,6.1508,"Dora, a girl who has spent most of her life exploring the jungle with her parents, now must navigate her most dangerous adventure yet: high school. Always the explorer, Dora quickly finds herself leading Boots (her best friend, a monkey), Diego, and a rag tag group of teens on an adventure to save her parents and solve the impossible mystery behind a lost Inca civilization.",[],[],https://image.tmdb.org/t/p/w500/xvYCZ740XvngXK0FNeSNVTJJJ5v.jpg
Triple Frontier,2019,6.326,3387,5.9278,"Struggling to make ends meet, former special ops soldiers reunite for a high-stakes heist: stealing $75 million from a South American drug lord.",[],[],https://image.tmdb.org/t/p/w500/aBw8zYuAljVM1FeK5bZKITPH8ZD.jpg
Tightrope: Americans Reaching for Hope,2019,0.0,0,4.9176,"Pulitzer Prize-winning journalists Nicholas Kristof and Sheryl WuDunn explore the causes and costs of addiction, poverty and incarceration plaguing America, from the inner city to small towns like Kristof's hometown of Yamhill, Oregon. While pockets of empathy and aid exist, are they enough to rescue the thousands of Americans in despair, for whom the American Dream of self-reliance is impossibly out of reach?",[],[],https://image.tmdb.org/t/p/w500/b9ezclyw1VHlBizQeIO6zhM9qdG.jpg
Breakthrough,2019,7.643,1124,6.5713,"Tragedy strikes when a woman named Joyce's son falls through the ice on a frozen lake and is trapped underwater for over 15 minutes. After being rushed to the hospital, the 14-year-old boy continues to fight for his life as Joyce, her husband and their pastor stay by his bedside and pray for a miracle.",[],[],https://image.tmdb.org/t/p/w500/lUd2FNC8cMCcHyRMNZtVC48p3xH.jpg
Sadistic Intentions,2019,5.4,8,5.3792,A psychotic musician lures a fellow band-mate and an unsuspecting woman to a remote mansion for a night of romantic deceit and grinding metal mayhem.,[],[],https://image.tmdb.org/t/p/w500/4EeYGIk6MPytw28qo1Pfyu62HGo.jpg
Light from Light,2019,6.0,33,6.5773,"Shelia, a single mom and sometime paranormal investigator, is enlisted to investigate a possible “haunting” at a widower’s farmhouse in East Tennessee.",[],[],https://image.tmdb.org/t/p/w500/fu9BsfaUtQKojvryp7eoRLO8nv8.jpg
