title,year,vote_average,vote_count,popularity,overview,genres,production_countries,poster_path
Epitaph: Bread and Salt,2013,1.0,1,4.8734,"A family of Estrie hunters, unite with a demon hunter to destroy a union of dark cults and their demonic companions.",[],[],https://image.tmdb.org/t/p/w500/vElDZKakXgn3obNqL1x5MlafvGW.jpg
Snow Bride,2013,6.3,95,5.0304,"When a reporter encounters the eldest son of a famous political family at a mountain retreat, she winds up pretending to be his girlfriend over Christmas so he can save face with his family. Should she secretly expose newsworthy scoops about the famous family in order to save her job, or trust that she's falling in love for real? Stars Patricia Richardson and Katrina Law.",[],[],https://image.tmdb.org/t/p/w500/QiRWSeBSY2LJxpTXfN5QeyJoLX.jpg
The Fifth Estate,2013,6.011,1041,5.537,"A look at the relationship between WikiLeaks founder Julian Assange and his early supporter and eventual colleague Daniel Domscheit-Berg, and how the website's growth and influence led to an irreparable rift between the two friends.",[],[],https://image.tmdb.org/t/p/w500/pUrL2eacUjAxkOS403DaOyXpgAG.jpg
Parsifal live at the Salzburg Easter Festival,2013,0.0,0,4.2732,"Christian Thielemann conducts the Staatskapelle Dresden in this performance of Wagner's opera recorded live in 2013. The performance was held for the Salzburg Easter Festival and featured vocalists including Johan Botha, Michaela Schuster, Stephen Milling and Wolfgang Koch.",[],[],https://image.tmdb.org/t/p/w500/n6uTPrJEKUJnSsFn5Vev6EKuy8b.jpg
Machete Kills,2013,5.617,1962,4.4177,Ex-Federale agent Machete is recruited by the President of the United States for a mission which would be impossible for any mortal man – he must take down a madman revolutionary and an eccentric billionaire arms dealer who has hatched a plan to spread war and anarchy across the planet.,[],[],https://image.tmdb.org/t/p/w500/3i4UgSZmAJXt6Euy5azvknmzsm9.jpg
The Thirteenth Tale,2013,6.5,65,4.8444,"Biographer Margaret Lea travels to the isolated rural mansion of the famous writer Vida Winter, who asks her to write her biography. Although initially she is reluctant, as Vida is known for constantly distorting the facts of her life, Margaret soon becomes fascinated with the story of a dark childhood, a disturbing tale that leads her to finally confront the traumas of her own past.",[],[],https://image.tmdb.org/t/p/w500/o3lWdFzIPFaNkwCDszhmmJ4d8LE.jpg
In a World...,2013,6.337,546,5.2186,"An underachieving vocal coach is motivated by her father, the king of movie-trailer voice-overs, to pursue her aspirations of becoming a voice-over star. Amidst pride, sexism and family dysfunction, she sets out to change the voice of a generation.",[],[],https://image.tmdb.org/t/p/w500/xbuiPYXOk1aHaNf7o2mAQxeDs7s.jpg
Nebraska,2013,7.45,1844,4.7794,"An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize.",[],[],https://image.tmdb.org/t/p/w500/o1t2Mw18EEBnl8v4Nby3PFjxnM1.jpg
Anchorman 2: The Legend Continues,2013,6.136,2697,4.8389,"With the 70s behind him, San Diego's top rated newsman, Ron Burgundy, returns to take New York's first 24-hour news channel by storm.",[],[],https://image.tmdb.org/t/p/w500/BAdmxMdCqzjs6hx3KuEtnoWP8d.jpg
Big Joy: The Adventures of James Broughton,2013,4.833,6,4.6696,"A chronicle of the iconoclastic life of gay poet, filmmaker, and spiritual visionary James Broughton, one of the defining voices of the sexual revolution, whose groundbreaking artistic celebrations of sexuality and the body influenced generations of the 1960s and '70s to profoundly embrace life and ‘follow your own weird’.",[],[],https://image.tmdb.org/t/p/w500/5GUUfGetXdYB8JcW47KjsVb3XFL.jpg
The Colony,2013,5.449,1203,5.1695,"Forced underground by the next ice age, a struggling outpost of survivors must fight to preserve humanity against a threat even more savage than nature.",[],[],https://image.tmdb.org/t/p/w500/ppTqHex38Jkpg9fhPzDcYJuxqhR.jpg
The Odd Way Home,2013,6.1,7,4.9184,"Two strangers, each living at the edges of society, are fatefully united for a harrowing and inspirational journey through the enchanting vistas of New Mexico. A passionate young woman escaping her abusive past and a reclusive young man with autism take a journey that redefines the notion of family.",[],[],https://image.tmdb.org/t/p/w500/ic54DdbaNm36uK5KN1Oeyy3WL99.jpg
Let me survive,2013,2.0,4,5.1281,"A mother and young daughter are coerced into joining her ex-husband on a stolen yacht bound for the west coast of Africa. Five days into the journey a raging storm engulfs them, forcing the family to abandon the yacht. Trapped in a tiny life raft with little food or water they find themselves pitted not only against the elements but also against each other. Based on a true story.",[],[],https://image.tmdb.org/t/p/w500/bLOP88k0Lc7FdN3dIeWiXB6vVOG.jpg
Standing Up,2013,6.7,69,5.5491,"Based on one of the most beloved Young Adult novels of all time: Two kids are stripped naked and left together on an island in a lake - victims of a vicious summer camp prank; But rather than have to return to camp and face the humiliation, they decide to take off, on the run together. What follows is a three day odyssey of discovery and self-discovery.",[],[],https://image.tmdb.org/t/p/w500/kOfwxDQ1REdQyZ9lyiBKEqSM6K9.jpg
500 MPH Storm,2013,5.392,97,4.922,"When an energy experiment goes haywire, a rash of massive hurricanes rips across North America. A high school science teacher must get his family to safety before the hurricanes merge, creating a ""hypercane"" with the power to wipe the US off the map.",[],[],https://image.tmdb.org/t/p/w500/268rvZNZD7DM4D3dbE0pQQB18rT.jpg
No One Lives,2013,5.989,656,5.3313,A gang of ruthless highway killers kidnap a wealthy couple traveling cross country only to shockingly discover that things are not what they seem.,[],[],https://image.tmdb.org/t/p/w500/d9wDmRcQngl9Jo7Go3EU7f2W15m.jpg
Rise and Fall... In Love,2013,0.0,0,4.7606,"Annabelle, lead singer for the band Talegunner (Clear For Takeoff), is trying to be a success in show business. Annabelle meets a sleazy producer, Antonio, who promises an appearance on Fred Mulligan's TV show if she will go solo. Annabelle becomes infatuated with Antonio. He decides to take advantage of her. Jealous boyfriend, Nick, hires detective Candy West to find out if Antonio is on the level. Meanwhile, a visitor from another planet is captivated by the rock & roll. The Highs and Lows of Entertainment are explored in this fast-paced comedy.",[],[],https://image.tmdb.org/t/p/w500/wpjwnRGIUpNEUybsHAQhk2420rM.jpg
Unlucky Charms,2013,3.467,15,5.0624,"Five beautiful girls vie for a chance to become the spokesmodel for diva DeeDee DeVille's new high-end line of lingerie. The claws come out when the competition gets fierce, but when they begin to disappear one by one, they soon find that they are competing for their lives...",[],[],https://image.tmdb.org/t/p/w500/k9pY4HgCMZLTYGNzQw9uq7Ahz7E.jpg
A Night in Old Mexico,2013,5.354,79,4.4347,"Forced to give up his land and home, Texas rancher Red Bovie isn't about to retire quietly in a dismal trailer park. Instead he hops in his Cadillac and hits the road with his estranged grandson for one last wild adventure filled with guns, women and booze. It’s just another night in Old Mexico.",[],[],https://image.tmdb.org/t/p/w500/5tKNOPkle5weHfrobca4LnXJMD5.jpg
Lionel Bringuier & Nelson Freire Live at the Royal Albert Hall,2013,0.0,0,4.8779,"Leading Chopin interpreter Nelson Freire is the soloist in Chopin’s lyrical and brilliant Second Piano Concerto. On the podium the French conductor Lionel Bringuier makes his Proms debut conducting the BBC Symphony Orchestra and gives a sizzling performance of Roussel’s Symphony No.3 and of Ravel‘s score for the ballet Daphnis et Chloé – Suite No 2.  ‘’The programme, otherwise entirely French, highlights everywhere this purity of style and gesture (which would give him more in common with Pierre Monteux than Charles Munch), which charms all who see and hear the young conductor: a clear and understandable beat, subtle control of balance and level, natural rhythm and pulse, and expression without embellishment.’’",[],[],https://image.tmdb.org/t/p/w500/sjCdRFihbZbC3UFINKM2743XTlL.jpg
Weird Science 2: Strange Chemistry,2013,10.0,1,4.9373,"This is a short film inspired in the 80's classic ""Weird Science"". It does not follow the same story, but could be seen as a spoof remake.",[],[],https://image.tmdb.org/t/p/w500/c7cZ1dyB3bVBMGnulGt3ixxFnND.jpg
Ashens and the Quest for the Gamechild,2013,6.2,37,4.4055,Ashens goes on a quest to find the legendary and elusive piece of electronic tech known only as the GameChild.,[],[],https://image.tmdb.org/t/p/w500/kLM94Ek2yui3GtszhF61oBxfQCS.jpg
Bounty Killer,2013,5.7,215,4.7927,"It’s been 20 years since the corporations took over the world’s governments. Their thirst for power and profits led to the Corporate Wars, a fierce global battle that laid waste to society as we know it. Born from the ash, the Council of Nine rose as a new law and order for this dark age. To avenge the corporations’ reckless destruction, the Council issues death warrants for all white collar criminals. Their hunters—the bounty killer. From amateur savage to graceful assassin, the bounty killers now compete for body count, fame and a fat stack of cash. They’re ending the plague of corporate greed and providing the survivors of the apocalypse with retribution. These are the new heroes. This is the age of the BOUNTY KILLER.",[],[],https://image.tmdb.org/t/p/w500/bG7wdte8enWVc1uuLX6Ys7ckxwd.jpg
Knights of Badassdom,2013,5.577,428,5.0196,Three best friends and dedicated roleplayers take to the woods to reenact a dungeons and dragons-like scenario as a live action role-playing game. Trouble arises when a prop spellbook purchased from the internet ends up being a genuine grimoire and they unwittingly conjure up a blood-lusting succubus from hell.,[],[],https://image.tmdb.org/t/p/w500/7TP8E4nTqT0SFkwlj2kYRfMRwfH.jpg
Interstellar,2014,8.462,38111,57.4507,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,[],[],https://image.tmdb.org/t/p/w500/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg
The Maze Runner,2014,7.191,17645,38.8983,"A teenager with no memory of his past finds himself among a group of boys living in a walled enclosure surrounded by a massive, ever-changing maze. As he struggles to adapt to their rules and society, he begins to uncover clues that may lead to escape and the truth behind their confinement.",[],[],https://image.tmdb.org/t/p/w500/ode14q7WtDugFDp78fo9lCsmay9.jpg
Gone Girl,2014,7.889,19362,22.4758,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",[],[],https://image.tmdb.org/t/p/w500/ts996lKsxvjkO2yiYG0ht4qAicO.jpg
The Equalizer,2014,7.28,9546,20.5029,"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",[],[],https://image.tmdb.org/t/p/w500/9u4yW7yPA0BQ2pv9XwiNzItwvp8.jpg
Fury,2014,7.538,12538,20.1795,"April, 1945. As the Allies make their final push in the European Theatre, a battle-hardened army sergeant named Wardaddy commands a Sherman tank and her five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, and with a rookie soldier thrust into their platoon, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",[],[],https://image.tmdb.org/t/p/w500/pfte7wdMobMF4CVHuOxyu6oqeeA.jpg
Big Hero 6,2014,7.726,16151,21.0293,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",[],[],https://image.tmdb.org/t/p/w500/2mxS4wUimwlLmI1xp6QW6NSU361.jpg
The Hobbit: The Battle of the Five Armies,2014,7.328,14862,20.4351,"Following Smaug's attack on Laketown, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",[],[],https://image.tmdb.org/t/p/w500/xT98tLqatZPQApyRmlPL12LtiWp.jpg
Teenage Mutant Ninja Turtles,2014,5.923,7010,21.4847,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",[],[],https://image.tmdb.org/t/p/w500/azL2ThbJMIkts3ZMt3j1YgBUeDB.jpg
Taken 3,2014,6.264,5964,16.6711,"Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.",[],[],https://image.tmdb.org/t/p/w500/vzvMXMypMq7ieDofKThsxjHj9hn.jpg
Penguins of Madagascar,2014,6.53,4332,20.3133,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.",[],[],https://image.tmdb.org/t/p/w500/dXbpNrPDZDMEbujFoOxmMNQVMHa.jpg
The Hunger Games: Mockingjay - Part 1,2014,6.815,16343,17.7853,"After surviving the Quarter Quell, Katniss finds herself in the hidden stronghold of District 13, where the rebellion against the Capitol is gaining momentum. Struggling with the weight of becoming the symbol of resistance, she must navigate fragile alliances while trying to protect those she loves. As propaganda battles rage and Panem moves closer to full-scale war, Katniss is forced to confront the true cost of revolution.",[],[],https://image.tmdb.org/t/p/w500/4FAA18ZIja70d1Tu5hr5cj2q1sB.jpg
The Amazing Spider-Man 2,2014,6.523,13805,15.9269,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",[],[],https://image.tmdb.org/t/p/w500/dGjoPttcbKR5VWg1jQuNFB247KL.jpg
X-Men: Days of Future Past,2014,7.528,15837,15.5234,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,[],[],https://image.tmdb.org/t/p/w500/tYfijzolzgoMOtegh1Y7j2Enorg.jpg
The Imitation Game,2015,7.991,17596,15.5743,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",[],[],https://image.tmdb.org/t/p/w500/zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg
Whiplash,2014,8.4,16000,15.6704,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",[],[],https://image.tmdb.org/t/p/w500/7fn624j5lj3xTme2SgiLCeuedmO.jpg
How to Train Your Dragon 2,2014,7.676,10086,14.3065,"Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now, they spend their time charting unmapped territories. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider. Hiccup and Toothless find themselves at the center of a battle to protect Berk from a power-hungry warrior.",[],[],https://image.tmdb.org/t/p/w500/d13Uj86LdbDLrfDoHR5aDOFYyJC.jpg
Maleficent,2014,7.088,13454,14.5509,"A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land. She rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom – and to Maleficent's true happiness as well.",[],[],https://image.tmdb.org/t/p/w500/bDG3yei6AJlEAK3A5wN7RwFXQ7V.jpg
Dawn of the Planet of the Apes,2014,7.334,11877,13.4941,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",[],[],https://image.tmdb.org/t/p/w500/kScdQEwS9jPEdnO23XjGAtaoRcT.jpg
Nightcrawler,2014,7.705,11292,12.9788,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",[],[],https://image.tmdb.org/t/p/w500/j9HrX8f7GbZQm1BrBiR40uFQZSb.jpg
Inherent Vice,2014,6.5,2601,11.5144,"In Los Angeles at the turn of the 1970s, drug-fueled detective Larry ""Doc"" Sportello investigates the disappearance of an ex-girlfriend.",[],[],https://image.tmdb.org/t/p/w500/pfVua7TzzttOh3RTOuBqT7xN0oY.jpg
Edge of Tomorrow,2014,7.631,14517,12.5184,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",[],[],https://image.tmdb.org/t/p/w500/nBM9MMa2WCwvMG4IJ3eiGUdbPe6.jpg
The Book of Life,2014,7.5,2823,13.2157,"The journey of Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart. Before choosing which path to follow, he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears.",[],[],https://image.tmdb.org/t/p/w500/aotTZos5KswgCryEzx2rlOjFsm1.jpg
Lucy,2014,6.469,16626,12.5792,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",[],[],https://image.tmdb.org/t/p/w500/kRbpUTRNm6QbLQFPFWUcNC4czEm.jpg
Hercules,2014,5.792,4214,12.5208,"When a new enemy threatens the innocent, Hercules must lead his fearless team of warriors in a battle against overwhelming odds.",[],[],https://image.tmdb.org/t/p/w500/5X3VOy9lD44VclKsWTi8gHZGjhL.jpg
Transformers: Age of Extinction,2014,5.951,8497,11.9775,"As humanity picks up the pieces after the battle of Chicago, a shadowy group reveals itself in an attempt to control the direction of history…while an ancient, powerful new menace sets Earth in its crosshairs. With help from Cade Yeager, Optimus Prime and the Autobots rise to meet their most fearsome challenge yet.",[],[],https://image.tmdb.org/t/p/w500/jyzrfx2WaeY60kYZpPYepSjGz4S.jpg
Night at the Museum: Secret of the Tomb,2014,6.217,6060,11.6128,"When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",[],[],https://image.tmdb.org/t/p/w500/xwgy305K6qDs3D20xUO4OZu1HPY.jpg
300: Rise of an Empire,2014,6.112,6743,11.4704,"Greek general Themistocles attempts to unite all of Greece by leading the charge that will change the course of the war. Themistocles faces the massive invading Persian forces led by mortal-turned-god, Xerxes and Artemesia, the vengeful commander of the Persian navy.",[],[],https://image.tmdb.org/t/p/w500/wYDdWN1McB1Sio4z1dPSkb40Z78.jpg
Horrible Bosses 2,2014,6.18,4264,12.2989,"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",[],[],https://image.tmdb.org/t/p/w500/boBOkwIqgrs8noxBUSDkkicKa4K.jpg
A Haunted House 2,2014,6.174,1527,13.6851,"After exorcising the demons of his ex, Malcolm starts afresh with his new girlfriend and her two children. After moving into their dream home, Malcolm is once again plagued by bizarre paranormal events.",[],[],https://image.tmdb.org/t/p/w500/oV7M00fPXy5P0nbdeMbSUjYv0vx.jpg
Automata,2014,5.866,1725,10.664,"Jacq Vaucan, an insurance agent of ROC robotics corporation, routinely investigates the case of manipulating a robot. What he discovers will have profound consequences for the future of humanity.",[],[],https://image.tmdb.org/t/p/w500/v2CokOK5RfdkTo6C26PifDCndoX.jpg
Divergent,2014,6.909,13152,11.7903,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",[],[],https://image.tmdb.org/t/p/w500/aNh4Q3iuPKDMPi2SL7GgOpiLukX.jpg
Sin City: A Dame to Kill For,2014,6.396,4006,10.3343,Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,[],[],https://image.tmdb.org/t/p/w500/50kALxDX4mmzIRljbNbPY0u4cie.jpg
John Wick,2014,7.452,20139,12.0017,Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him.,[],[],https://image.tmdb.org/t/p/w500/fZPSd91yGE9fCcCe6OoQr6E3Bev.jpg
Let's Be Cops,2014,6.463,2888,11.1787,"Best pals Ryan and Justin are stalled in their respective careers -- a fact that is painfully driven home when they go to a college reunion. Dressed as police in the mistaken belief that they were to attend a costume party, Ryan and Justin find that the uniforms earn them much respect and attention. Although Justin is uncomfortable with the idea, Ryan decides to continue with the charade, putting them both in increasingly dangerous situations. When these newly-minted “heroes” get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.",[],[],https://image.tmdb.org/t/p/w500/pf4FoUr2phn5WyZjU7rLXSiW1Ve.jpg
22 Jump Street,2014,6.829,8230,10.844,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college. But when Jenko meets a kindred spirit on the football team, and Schmidt infiltrates the bohemian art major scene, they begin to question their partnership. Now they don't have to just crack the case - they have to figure out if they can have a mature relationship. If these two overgrown adolescents can grow from freshmen into real men, college might be the best thing that ever happened to them.",[],[],https://image.tmdb.org/t/p/w500/850chzYHYbT3IISl6Q7dbBuFP2B.jpg
The Drop,2014,6.811,2304,10.7208,"Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.",[],[],https://image.tmdb.org/t/p/w500/olQInYvVCW2wycMSU1ogo9Jshml.jpg
Blended,2014,6.894,3692,10.7725,"Recently divorced mom Lauren and widowed dad Jim let their friends push them into a blind date, which goes disastrously wrong. Unsurprisingly, neither wants to see the other ever again. However, fate intervenes when both Jim and Lauren, unbeknownst to each other, purchase one-half of the same vacation package at a South African resort for families, during spring break. They and their children are forced to share the same romantic suite and participate in a slew of family activities together.",[],[],https://image.tmdb.org/t/p/w500/o2YrH9jS7CAfWjETHFeL0tth79E.jpg
Exodus: Gods and Kings,2014,5.877,4711,10.0571,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",[],[],https://image.tmdb.org/t/p/w500/uaDj37JtvLan9tihxZ18e6qL33b.jpg
The Purge: Anarchy,2014,6.63,6556,9.4937,"One night per year, the government sanctions a 12-hour period in which citizens can commit any crime they wish -- including murder -- without fear of punishment or imprisonment. Leo, a sergeant who lost his son, plans a vigilante mission of revenge during the mayhem. However, instead of a death-dealing avenger, he becomes the unexpected protector of four innocent strangers who desperately need his help if they are to survive the night.",[],[],https://image.tmdb.org/t/p/w500/qwqHHZLZSUvMkAMQ47ymtfjEifY.jpg
Godzilla,2014,6.35,9483,10.0485,"Ford Brody, a Navy bomb expert, has just reunited with his family in San Francisco when he is forced to go to Japan to help his estranged father, Joe. Soon, both men are swept up in an escalating crisis when an ancient alpha predator arises from the sea to combat malevolent adversaries that threaten the survival of humanity. The creatures leave colossal destruction in their wake, as they make their way toward their final battleground: San Francisco.",[],[],https://image.tmdb.org/t/p/w500/zokD6uxR2iWfYM3Y84yGJvnNTK7.jpg
The Expendables 3,2014,6.21,5166,9.9945,"Barney, Christmas and the rest of the team comes face-to-face with Conrad Stonebanks, who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to kill… or so he thought. Stonebanks, who eluded death once before, now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood, and brings in a new era of Expendables team members, recruiting individuals who are younger, faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendables’ most personal battle yet.",[],[],https://image.tmdb.org/t/p/w500/ruW3malZtlg66ODfg614dFbXO68.jpg
American Sniper,2015,7.4,13308,10.2472,"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",[],[],https://image.tmdb.org/t/p/w500/i1U46OwMc6vlm7OoSUKfqUH615e.jpg
Sex Tape,2014,5.412,4143,10.044,"When Jay and Annie first got together, their romantic connection was intense – but ten years and two kids later, the flame of their love needs a spark.  To kick things up a notch, they decide – why not? – to make a video of themselves trying out every position in The Joy of Sex in one marathon three-hour session.  It seems like a great idea – until they discover that their most private video is no longer private.  With their reputations on the line, they know they’re just one click away from being laid bare to the world... but as their race to reclaim their video leads to a night they'll never forget, they'll find that their video will expose even more than they bargained for.",[],[],https://image.tmdb.org/t/p/w500/pFdS7SIdjcrYXtf141dabWVly9B.jpg
Seventh Son,2014,5.518,2570,10.3279,"John Gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. However John is not young anymore, and has been seeking an apprentice to carry on his trade. Most have failed to survive. The last hope is a young farmer's son named Thomas Ward. Will he survive the training to become the spook that so many others couldn't?",[],[],https://image.tmdb.org/t/p/w500/7Q8DfXSjcFSSQDOxz1Sk865wNqI.jpg
Tinker Bell and the Legend of the NeverBeast,2014,7.357,1152,8.9984,"An ancient myth of a massive creature sparks the curiosity of Tinker Bell and her good friend Fawn, an animal fairy who’s not afraid to break the rules to help an animal in need. But this creature is not welcome in Pixie Hollow — and the scout fairies are determined to capture the mysterious beast, who they fear will destroy their home. Fawn must convince her fairy friends to risk everything to rescue the NeverBeast.",[],[],https://image.tmdb.org/t/p/w500/3S0mmmpYStB3GqodRghcfOt81wQ.jpg
Where Hope Grows,2014,7.177,124,9.6939,"Calvin Campbell is a former professional baseball player sent to an early retirement due to his panic attacks at the plate. Even though he had all the talent for the big leagues, he struggles with the curveballs life has thrown him. Today, he mindlessly sleepwalks through his days and the challenge of raising his teenager daughter. His life is in a slow downward spiral when it is suddenly awakened and invigorated by the most unlikely person – Produce, a young-man with Down syndrome who works at the local grocery store.",[],[],https://image.tmdb.org/t/p/w500/gQmOsU2hA0PrGvxGjzty1S2OO3H.jpg
The Fault in Our Stars,2014,7.595,11382,9.4923,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.",[],[],https://image.tmdb.org/t/p/w500/kcVuktIlrn9SAN1uBmPDnocTQmF.jpg
The Grand Budapest Hotel,2014,8.0,15489,9.7514,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",[],[],https://image.tmdb.org/t/p/w500/eWdyYQreja6JGCzqHWXpWHDrrPo.jpg
Guardians of the Galaxy,2014,7.904,28975,9.4723,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",[],[],https://image.tmdb.org/t/p/w500/r7vmZjiyZw9rpJMQJdXpjgiCOk9.jpg
Dumb and Dumber To,2014,5.568,3298,9.3034,"20 years since their first adventure, Lloyd and Harry go on a road trip to find Harry's newly discovered daughter, who was given up for adoption.",[],[],https://image.tmdb.org/t/p/w500/cvEi0xV7TUkabJGuzulhvbMjrHi.jpg
Paddington,2014,7.1,4028,8.7589,"A young Peruvian bear travels to London in search of a home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family, who offer him a temporary haven.",[],[],https://image.tmdb.org/t/p/w500/wpchRGhRhvhtU083PfX2yixXtiw.jpg
Annabelle,2014,5.786,6384,9.4052,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,[],[],https://image.tmdb.org/t/p/w500/yLsuU2P2SpDYFwtZQ7dtfVAf6TE.jpg
The Lego Movie,2014,7.42,8173,8.8224,"An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from conquering the universe.",[],[],https://image.tmdb.org/t/p/w500/oQeusrfyFx6DiSANOXKV3dc2G0g.jpg
